game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,category,mechanic,average_rating,users_rated,category_count,mechanic_count,has_expansion,binned_playtime,binned_mechanics,binned_min_age,binned_category,len_description,description_sentiment
449,8,30,7,2,30,The Great Balloon Race,30,aviation / flight,dice rolling,6.16867,233,2,2,0,Short (0-30 minutes),Randomness & Chance Mechanics,Middle Childhood (7-9),Real-life/Simulation,125,0.11770833333333335
452,5,30,8,2,30,Mummy Rummy,30,card game,set collection,5.03517,145,1,1,0,Short (0-30 minutes),Card & Pool Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,64,-0.2
454,5,30,10,3,30,Tante Tarantel,30,animals,point to point movement,6.17126,127,2,2,0,Short (0-30 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Children's/Family,185,-0.03948412698412699
459,6,45,10,3,45,Ausgebremst,45,racing,modular board,6.92169,225,2,1,0,Medium (31-60 minutes),Game Structure Mechanics,Pre-Teen (10-12),Real-life/Simulation,102,-0.022222222222222233
461,4,60,9,2,60,Freibeuter,60,economic,area control / area influence,6.30989,177,3,2,0,Medium (31-60 minutes),Strategic Mechanics,Middle Childhood (7-9),Strategy,103,0.1611111111111111
462,6,15,8,2,15,Esels-Rennen,15,animals,betting/wagering,5.5,112,2,1,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Real-life/Simulation,192,0.043428571428571434
463,2,20,13,2,20,Magic: The Gathering,20,card game,hand management,7.43768,22883,4,2,1,Short (0-30 minutes),Strategic Mechanics,Teen (13+),Unknown/Miscellaneous,215,0.04294444444444443
464,4,30,10,2,30,Billabong,30,abstract strategy,grid movement,6.85222,675,3,1,0,Short (0-30 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Strategy,135,-0.10555555555555557
465,6,60,12,3,60,Zankapfel,60,bluffing,commodity speculation,6.24561,57,1,2,0,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Social/Party,127,0.06742424242424241
466,5,90,10,3,90,Inkognito,90,deduction,partnerships,6.59832,2364,2,3,0,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Mystery/Crime,444,-0.02871315192743765
469,4,60,10,2,60,In Teufels Küche,60,bluffing,pick-up and deliver,6.06972,109,3,1,0,Medium (31-60 minutes),Other,Pre-Teen (10-12),Social/Party,190,0.031220238095238086
472,4,60,10,1,20,DungeonQuest,60,adventure,dice rolling,6.69175,2296,3,6,1,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Fantasy/Adventure,214,0.04047619047619047
473,8,30,8,3,30,Olé!,30,card game,hand management,6.58429,226,1,1,0,Short (0-30 minutes),Other,Middle Childhood (7-9),Unknown/Miscellaneous,174,0.032857142857142856
474,4,180,12,4,180,Cold War,180,economic,area control / area influence,6.17819,204,3,1,0,Very Long (121-240 minutes),Strategic Mechanics,Pre-Teen (10-12),Strategy,95,-0.02895833333333333
475,5,100,12,3,75,Taj Mahal,100,bluffing,auction/bidding,7.33569,6220,2,5,0,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Social/Party,257,0.228030303030303
476,4,60,12,2,60,Mr. President,60,card game,hand management,6.61184,266,2,1,0,Medium (31-60 minutes),Other,Pre-Teen (10-12),Unknown/Miscellaneous,162,0.013611111111111107
477,6,120,12,2,120,The Broadway Game,120,economic,roll / spin and move,6.41726,113,2,2,0,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Strategy,122,-0.19909090909090907
478,8,60,10,2,20,Citadels,60,bluffing,card drafting,7.14768,37607,5,5,1,Medium (31-60 minutes),Game Structure Mechanics,Pre-Teen (10-12),Social/Party,329,-0.07238327149041433
481,4,60,12,2,60,Carolus Magnus,60,medieval,area control / area influence,6.85188,3061,1,5,0,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Fantasy/Adventure,165,-0.005357142857142854
482,5,30,8,2,30,Sky Runner,30,racing,auction/bidding,5.57924,361,1,3,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Real-life/Simulation,69,0.00959595959595959
483,7,360,12,2,360,Diplomacy,360,bluffing,area control / area influence,7.06461,9840,5,4,1,Extended (241+ minutes),Action & Movement Mechanics,Pre-Teen (10-12),Social/Party,240,0.04759379509379508
484,8,60,8,2,60,Stratego Legends,60,abstract strategy,memory,5.75063,655,6,5,1,Medium (31-60 minutes),Game Structure Mechanics,Middle Childhood (7-9),Strategy,130,0.17440968122786307
486,8,15,4,2,15,Barnyard Buddies,15,animals,pattern recognition,5.78521,186,3,1,0,Short (0-30 minutes),Pattern & Design Mechanics,Early Childhood (4-6),Children's/Family,78,0.16666666666666666
487,4,30,10,2,30,Power,30,abstract strategy,simultaneous action selection,6.00413,206,2,1,0,Short (0-30 minutes),Others,Pre-Teen (10-12),Strategy,180,0.027614379084967323
489,2,0,12,2,0,Pacal,0,card game,hand management,6.19779,86,1,1,0,Short (0-30 minutes),Other,Pre-Teen (10-12),Unknown/Miscellaneous,116,0.18376623376623374
490,6,60,12,2,60,Warangel,60,fantasy,hex-and-counter,7.66751,235,4,1,0,Medium (31-60 minutes),Unique Mechanics,Pre-Teen (10-12),Fantasy/Adventure,230,0.18269230769230768
491,5,60,12,3,50,Web of Power,60,medieval,area control / area influence,7.30828,3044,2,4,1,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Fantasy/Adventure,136,0.04552380952380952
492,5,90,10,3,60,Aladdin's Dragons,90,arabian,auction/bidding,6.93687,2863,4,3,0,Long (61-120 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,201,-0.10793650793650794
494,6,30,12,2,30,Ave Caesar,30,ancient,hand management,6.63911,3826,2,1,1,Short (0-30 minutes),Other,Pre-Teen (10-12),History/War,135,0.13575757575757574
495,6,60,10,3,60,Time Pirates,60,pirates,set collection,5.57321,237,1,1,0,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Fantasy/Adventure,79,0.22767857142857142
497,5,30,10,3,30,Vampire,30,card game,hand management,5.89425,562,1,2,0,Short (0-30 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,107,-0.44000000000000006
503,5,45,10,2,45,Through the Desert,45,abstract strategy,area enclosure,7.04787,10553,3,2,0,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Strategy,191,0.17596153846153847
505,5,30,10,2,30,Goldener Drache,30,fantasy,action / movement programming,5.72656,96,2,2,0,Short (0-30 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Fantasy/Adventure,321,0.08535555555555555
506,6,30,10,3,30,The Big Cheese,30,animals,auction/bidding,5.88454,454,3,2,0,Short (0-30 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,121,-0.03660714285714286
507,4,90,10,2,90,Cartel,90,economic,auction/bidding,6.93382,158,1,2,0,Long (61-120 minutes),Strategic Mechanics,Pre-Teen (10-12),Strategy,145,0.14251537935748462
508,6,60,13,2,60,Blue Max,60,aviation / flight,hex-and-counter,7.10924,724,3,2,0,Medium (31-60 minutes),Unique Mechanics,Teen (13+),Real-life/Simulation,249,0.09388311688311689
509,2,60,10,2,60,The Reef,60,card game,set collection,5.69996,684,1,1,0,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,194,0.0038461538461538472
510,5,60,10,3,60,Eschnapur,60,exploration,auction/bidding,5.72727,194,1,2,0,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Fantasy/Adventure,187,0.06720238095238097
511,6,180,12,1,180,Silverton,180,american west,dice rolling,7.08763,929,4,4,1,Very Long (121-240 minutes),Action & Movement Mechanics,Pre-Teen (10-12),History/War,390,-0.03987571568216731
514,6,30,18,3,30,True Colors,30,deduction,betting/wagering,6.00105,381,3,2,0,Short (0-30 minutes),Strategic Mechanics,Teen (13+),Mystery/Crime,64,0.4133333333333333
519,6,60,10,2,60,Mush,60,racing,modular board,5.83739,111,1,2,0,Medium (31-60 minutes),Game Structure Mechanics,Pre-Teen (10-12),Real-life/Simulation,124,0.0031250000000000062
520,4,210,12,2,210,Axis & Allies: Europe,210,wargame,area control / area influence,6.50872,2240,2,4,1,Very Long (121-240 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Strategy,61,-0.004829545454545461
524,4,30,8,2,30,Desperados,30,american west,partnerships,5.53492,309,2,1,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),History/War,165,0.1554969336219336
525,5,45,12,3,45,Pisa,45,card game,trick-taking,6.30721,104,1,1,0,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,316,0.07002057613168725
526,2,30,7,2,30,Abalone,30,abstract strategy,grid movement,6.42826,4593,1,1,1,Short (0-30 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Strategy,104,0.14553571428571427
527,2,60,9,2,30,GIPF,60,abstract strategy,grid movement,7.11612,2304,1,2,1,Medium (31-60 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Strategy,154,-0.11794871794871795
528,2,60,9,2,30,ZÈRTZ,60,abstract strategy,grid movement,7.30703,3255,1,2,1,Medium (31-60 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Strategy,86,-0.12142857142857144
530,6,60,10,2,60,Entenrallye,60,racing,roll / spin and move,5.71818,66,1,1,0,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Real-life/Simulation,171,0.13738977072310407
531,5,60,10,3,60,Merchants of Amsterdam,60,economic,area control / area influence,6.73194,1434,3,3,0,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Strategy,237,-0.09341630591630588
533,6,30,7,2,30,Labyrinth: The Card Game,30,card game,pattern building,5.53712,1041,3,4,0,Short (0-30 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,101,0.06041666666666665
534,6,45,10,3,45,N.Y. Chase,45,deduction,hand management,6.43521,486,2,4,0,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Mystery/Crime,100,-0.021789321789321803
536,8,60,8,4,60,Visionary,60,action / dexterity,partnerships,6.49163,203,2,2,0,Medium (31-60 minutes),Strategic Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,87,-0.015277777777777784
538,6,60,10,3,60,Manager,60,economic,simultaneous action selection,6.38866,119,1,2,0,Medium (31-60 minutes),Others,Pre-Teen (10-12),Strategy,282,0.08492063492063492
539,6,90,10,2,90,Dampfross,90,racing,crayon rail system,6.32102,664,2,2,1,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Real-life/Simulation,168,-0.032453416149068326
540,4,45,10,2,45,Sisimizi,45,abstract strategy,route/network building,6.3048,198,2,1,0,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Strategy,40,-0.0625
541,12,120,10,2,120,Das Motorsportspiel,120,racing,roll / spin and move,7.47279,346,3,2,0,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Real-life/Simulation,261,0.019857142857142854
542,10,45,12,4,45,Democrazy,45,card game,voting,5.50497,1071,2,1,0,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,113,0.07777777777777778
545,12,60,10,2,60,Kaleidos,60,party game,pattern recognition,6.74532,571,1,1,1,Medium (31-60 minutes),Pattern & Design Mechanics,Pre-Teen (10-12),Social/Party,208,0.08306569092283378
549,12,0,12,2,0,Aerodrome,0,aviation / flight,action / movement programming,7.63393,84,4,1,0,Short (0-30 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Real-life/Simulation,271,0.0674982911825017
550,4,60,12,3,60,Barbarossa,60,deduction,betting/wagering,6.41039,1242,5,2,0,Medium (31-60 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Mystery/Crime,424,-0.025644712430426722
551,2,45,10,2,45,Battle Cry,45,american civil war,dice rolling,7.16677,3200,2,3,0,Medium (31-60 minutes),Game Structure Mechanics,Pre-Teen (10-12),History/War,140,-0.020329670329670334
552,5,120,14,3,120,Bus,120,transportation,pick-up and deliver,6.8486,653,1,2,0,Long (61-120 minutes),Other,Teen (13+),Strategy,359,0.10391885576544668
553,5,60,13,2,60,Chez Geek,60,card game,set collection,5.74057,3871,1,3,1,Medium (31-60 minutes),Strategic Mechanics,Teen (13+),Unknown/Miscellaneous,568,0.06396919879062737
554,5,120,12,2,120,La Città,120,city building,area control / area influence,7.09621,4643,4,5,0,Long (61-120 minutes),Strategic Mechanics,Pre-Teen (10-12),Real-life/Simulation,156,0.07651515151515152
555,5,100,12,2,75,The Princes of Florence,100,city building,auction/bidding,7.59407,13115,2,2,1,Long (61-120 minutes),Strategic Mechanics,Pre-Teen (10-12),Real-life/Simulation,134,0.2777777777777778
556,6,20,8,2,20,7 Safari,20,animals,area movement,5.38043,92,3,2,0,Short (0-30 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,206,0.12514892514892514
558,6,80,12,3,80,Der weiße Lotus,80,medieval,auction/bidding,6.17457,208,2,4,0,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Fantasy/Adventure,83,0.041428571428571426
559,6,30,8,2,30,Metro,30,trains,route/network building,6.36559,4608,1,2,0,Short (0-30 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Strategy,163,-0.10703125000000002
561,6,90,9,3,90,Flußpiraten,90,nautical,rock-paper-scissors,6.09549,89,3,2,0,Long (61-120 minutes),Others,Middle Childhood (7-9),Real-life/Simulation,130,-0.15416666666666667
562,4,60,10,2,60,Silberzwerg,60,economic,set collection,6.41595,384,1,2,0,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Strategy,154,-0.019888888888888893
563,15,90,0,4,90,Doolittle & Waite,90,bluffing,auction/bidding,6.21793,87,3,1,0,Long (61-120 minutes),Strategic Mechanics,Toddler (0-3),Social/Party,95,0.17272727272727273
565,4,60,10,3,60,Port Royal,60,card game,trick-taking,6.16327,113,1,1,0,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,155,0.016493506493506494
566,5,90,12,3,90,Wongar,90,prehistoric,area control / area influence,6.32718,389,1,2,0,Long (61-120 minutes),Strategic Mechanics,Pre-Teen (10-12),History/War,157,0.08499999999999999
568,10,45,8,2,45,Rage,45,card game,hand management,6.18028,1374,1,2,0,Medium (31-60 minutes),Card & Pool Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,131,-0.014087301587301593
569,4,30,8,2,20,Maestro,30,music,set collection,5.85216,162,1,1,0,Short (0-30 minutes),Card & Pool Mechanics,Middle Childhood (7-9),Entertainment/Pop Culture,72,0.01874999999999999
571,6,60,10,3,60,Papua,60,racing,dice rolling,6.10845,71,1,1,0,Medium (31-60 minutes),Randomness & Chance Mechanics,Pre-Teen (10-12),Real-life/Simulation,44,0.14027777777777775
572,8,60,8,2,30,Battle Cattle,60,animals,campaign / battle card driven,5.42319,69,6,6,0,Medium (31-60 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Entertainment/Pop Culture,195,0.08163555194805196
574,6,30,8,3,30,Formel Fun,30,card game,hand management,6.41113,284,2,1,0,Short (0-30 minutes),Other,Middle Childhood (7-9),Unknown/Miscellaneous,214,-0.005555555555555565
575,6,30,10,3,30,Das Kollier,30,card game,auction/bidding,5.5339,59,2,2,0,Short (0-30 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,86,0.11964285714285715
577,10,90,10,4,90,Parts Unknown,90,economic,commodity speculation,5.93946,223,2,2,0,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Strategy,244,0.07222860472860472
581,6,90,12,2,90,Tile Chess,90,abstract strategy,grid movement,5.93413,225,1,1,0,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Strategy,119,0.0875
585,4,20,10,2,20,Kardinal,20,abstract strategy,tile placement,6.675,112,1,1,0,Short (0-30 minutes),Pattern & Design Mechanics,Pre-Teen (10-12),Strategy,88,-0.06287878787878788
586,3,60,12,2,60,Up Front,60,card game,campaign / battle card driven,7.83799,1865,3,4,1,Medium (31-60 minutes),Cooperative & Social Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,548,0.03913263353561864
589,4,60,10,2,60,Wiz-War,60,fantasy,modular board,6.90275,1527,1,2,1,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Fantasy/Adventure,118,-0.11562499999999999
590,6,45,8,2,45,Mille Bornes,45,card game,hand management,5.67488,5740,2,3,0,Medium (31-60 minutes),Strategic Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,142,0.020833333333333332
593,5,60,9,2,60,Favoriten,60,racing,betting/wagering,6.38804,158,1,1,0,Medium (31-60 minutes),Strategic Mechanics,Middle Childhood (7-9),Real-life/Simulation,327,0.047629310344827584
594,7,45,10,3,30,Sleuth,45,card game,card drafting,6.89221,2209,2,3,0,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,351,-0.03955387205387206
595,6,60,10,3,60,Escape from Elba,60,fighting,dice rolling,5.42468,154,3,2,0,Medium (31-60 minutes),Randomness & Chance Mechanics,Pre-Teen (10-12),Real-life/Simulation,65,-0.5416666666666666
602,8,60,10,4,60,Career Poker,60,card game,trick-taking,6.57831,189,1,1,0,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,60,-0.1857142857142857
603,6,120,16,3,120,Putsch,120,political,variable player powers,5.51987,78,1,1,0,Long (61-120 minutes),Game Structure Mechanics,Teen (13+),Strategy,81,-0.1025
605,5,30,10,2,30,Banana Republic,30,bluffing,hand management,5.33636,154,2,1,0,Short (0-30 minutes),Other,Pre-Teen (10-12),Social/Party,126,0.1038888888888889
606,2,5,10,2,5,Pico 2,5,card game,hand management,5.89776,263,1,2,0,Short (0-30 minutes),Others,Pre-Teen (10-12),Unknown/Miscellaneous,228,-0.00023809523809523725
607,6,90,10,3,90,Honor of the Samurai,90,card game,action point allowance system,5.90247,753,2,4,0,Long (61-120 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,107,0.01600378787878788
608,4,60,8,2,60,Siesta,60,abstract strategy,pattern building,6.30286,280,1,3,0,Medium (31-60 minutes),Pattern & Design Mechanics,Middle Childhood (7-9),Strategy,140,0.01874999999999998
613,2,15,8,2,15,Overboard,15,abstract strategy,point to point movement,5.58393,56,1,1,0,Short (0-30 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Strategy,117,-0.1767857142857143
614,2,5,7,2,5,Rubik's Race,5,puzzle,grid movement,5.93199,274,3,3,0,Short (0-30 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Educational/Intellectual,86,-0.12500000000000003
618,2,40,8,2,40,MLB Showdown,40,card game,dice rolling,6.12056,214,3,1,0,Medium (31-60 minutes),Randomness & Chance Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,30,-0.45
619,4,30,10,2,30,The Bottle Imp,30,card game,trick-taking,6.74224,2376,1,1,0,Short (0-30 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,434,0.04469802555168409
620,2,120,12,2,120,We the People,120,age of reason,area control / area influence,7.33241,1058,3,6,1,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),History/War,203,0.03378968253968254
621,0,60,13,4,60,25 Words or Less,60,party game,auction/bidding,6.57136,469,2,2,0,Medium (31-60 minutes),Strategic Mechanics,Teen (13+),Social/Party,110,0.03854166666666667
623,6,90,12,2,90,Swashbuckler,90,fighting,action / movement programming,6.90013,225,2,2,0,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Other,74,-0.1
624,4,15,8,2,15,Quoridor,15,abstract strategy,grid movement,6.69271,4271,2,1,0,Short (0-30 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Strategy,75,-0.06666666666666668
625,6,45,8,2,45,Business,45,economic,auction/bidding,6.14306,72,1,3,0,Medium (31-60 minutes),Strategic Mechanics,Middle Childhood (7-9),Strategy,126,-0.1434375
626,6,240,12,2,240,War and Peace,240,napoleonic,dice rolling,6.65409,918,2,3,0,Very Long (121-240 minutes),Randomness & Chance Mechanics,Pre-Teen (10-12),History/War,645,0.04301346801346801
627,0,0,12,0,0,Royal Tank Corps,0,wargame,area-impulse,6.55984,61,2,1,0,Short (0-30 minutes),Other,Pre-Teen (10-12),Strategy,39,-0.13181818181818183
629,4,20,8,2,20,Q-Turn,20,abstract strategy,modular board,5.02936,157,2,1,0,Short (0-30 minutes),Game Structure Mechanics,Middle Childhood (7-9),Strategy,174,-0.05177414021164021
631,4,70,10,2,70,Daytona 500,70,card game,auction/bidding,7.14886,947,3,2,0,Long (61-120 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,157,0.1410714285714286
632,6,30,8,3,30,Cloud 9,30,aviation / flight,betting/wagering,6.47126,2051,3,2,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Real-life/Simulation,212,0.07972027972027974
633,8,60,10,3,60,Elixir,60,action / dexterity,auction/bidding,5.52579,906,4,2,1,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,92,0.07222222222222224
634,6,30,8,2,30,River Dragons,30,abstract strategy,action / movement programming,6.46149,2499,2,3,0,Short (0-30 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Strategy,189,-0.02515117157974301
635,6,20,8,3,20,Formula Motor Racing,20,card game,dice rolling,6.39899,1702,3,2,0,Short (0-30 minutes),Randomness & Chance Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,186,0.01712962962962963
638,2,30,12,2,30,Hera and Zeus,30,bluffing,action point allowance system,6.52656,3021,3,3,0,Short (0-30 minutes),Randomness & Chance Mechanics,Pre-Teen (10-12),Social/Party,145,0.13708791208791207
639,4,480,9,1,480,American Megafauna,480,animals,auction/bidding,7.00869,328,3,3,1,Extended (241+ minutes),Strategic Mechanics,Middle Childhood (7-9),Strategy,329,-0.036268939393939395
644,4,30,12,2,30,Shipwrecked,30,card game,auction/bidding,5.69112,408,1,1,0,Short (0-30 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,280,0.006423611111111107
645,4,60,8,2,60,Bosworth,60,abstract strategy,grid movement,5.82544,338,1,1,0,Medium (31-60 minutes),Action & Movement Mechanics,Middle Childhood (7-9),Strategy,159,-0.06666666666666667
646,6,30,8,2,30,Pirate's Plunder,30,card game,take that,4.58859,64,3,2,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,327,0.11722222222222221
648,6,0,12,3,0,Vox Populi,0,fighting,tile placement,4.45733,75,2,1,0,Short (0-30 minutes),Pattern & Design Mechanics,Pre-Teen (10-12),Strategy,92,0.2694083694083694
649,6,90,10,3,90,Thieves of Bagdad,90,arabian,card drafting,6.02897,107,2,5,0,Long (61-120 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,110,0.14285714285714285
651,5,20,8,2,20,Zero,20,card game,set collection,6.4188,474,1,2,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,235,0.0755639097744361
653,6,20,8,2,20,Shit!,20,card game,auction/bidding,5.48129,101,1,2,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,191,0.06843820861678004
655,5,60,14,2,60,Castle,60,card game,hand management,6.11521,1542,2,2,0,Medium (31-60 minutes),Pattern & Design Mechanics,Teen (13+),Unknown/Miscellaneous,115,0.07321428571428572
660,5,15,10,3,15,Riffifi,15,card game,simultaneous action selection,5.96609,87,1,1,0,Short (0-30 minutes),Others,Pre-Teen (10-12),Unknown/Miscellaneous,252,0.04431216931216931
661,5,45,10,3,45,Where's Bob's Hat?,45,card game,trick-taking,6.22062,377,1,1,0,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,233,0.14920634920634918
668,5,30,10,3,30,Sternenhimmel,30,bluffing,area control / area influence,6.5774,310,1,2,1,Short (0-30 minutes),Strategic Mechanics,Pre-Teen (10-12),Social/Party,73,0.06666666666666665
669,6,30,0,2,30,Plague & Pestilence,30,card game,card drafting,6.12509,627,2,3,0,Short (0-30 minutes),Strategic Mechanics,Toddler (0-3),Unknown/Miscellaneous,70,-0.160625
670,2,120,12,1,120,Starship Troopers,120,novel-based,hex-and-counter,6.45814,1031,3,2,1,Long (61-120 minutes),Randomness & Chance Mechanics,Pre-Teen (10-12),Entertainment/Pop Culture,839,0.11540701415701413
671,2,240,12,2,240,Bull Run,240,american civil war,dice rolling,6.21137,175,2,2,0,Very Long (121-240 minutes),Randomness & Chance Mechanics,Pre-Teen (10-12),History/War,464,-0.0027976190476190505
673,6,120,12,2,120,Star Traders,120,economic,pick-up and deliver,6.30658,190,2,1,0,Long (61-120 minutes),Other,Pre-Teen (10-12),Strategy,322,-0.003347135955831606
674,4,120,10,1,120,J.U.M.P. Into the Unknown,120,science fiction,secret unit deployment,5.26289,97,2,1,1,Long (61-120 minutes),Randomness & Chance Mechanics,Pre-Teen (10-12),Science Fiction/Futuristic,248,0.013559558720849034
675,2,45,12,2,45,4th Dimension,45,abstract strategy,rock-paper-scissors,5.26027,73,2,1,0,Medium (31-60 minutes),Other,Pre-Teen (10-12),Strategy,184,-0.043750000000000004
677,8,20,12,3,20,Would You Rather...?,20,party game,voting,4.41952,543,1,1,0,Short (0-30 minutes),Strategic Mechanics,Pre-Teen (10-12),Social/Party,312,-0.12023524720893143
679,6,60,12,1,60,Minion Hunter,60,horror,action point allowance system,6.11295,183,2,3,1,Medium (31-60 minutes),Cooperative & Social Mechanics,Pre-Teen (10-12),Horror,155,0.042521367521367516
680,4,90,10,2,90,Dune,90,movies / tv / radio theme,betting/wagering,5.7555,300,3,5,0,Long (61-120 minutes),Action & Movement Mechanics,Pre-Teen (10-12),Entertainment/Pop Culture,140,-0.06686507936507936
681,2,20,6,2,20,Quarto,20,abstract strategy,pattern building,6.81715,3791,1,1,0,Short (0-30 minutes),Pattern & Design Mechanics,Early Childhood (4-6),Strategy,80,-0.11851851851851852
684,6,30,8,2,30,Monopoly: The Card Game,30,card game,set collection,5.5495,522,3,2,0,Short (0-30 minutes),Strategic Mechanics,Middle Childhood (7-9),Unknown/Miscellaneous,112,-0.029166666666666674
686,4,60,10,3,60,Dr. Jekyll & Mr. Hyde,60,bluffing,trick-taking,6.78882,376,2,1,0,Medium (31-60 minutes),Card & Pool Mechanics,Pre-Teen (10-12),Social/Party,108,0.07462121212121212
688,2,240,12,2,240,Manchu,240,wargame,hex-and-counter,5.78095,63,1,1,0,Very Long (121-240 minutes),Unique Mechanics,Pre-Teen (10-12),Strategy,152,-0.26666666666666666
690,2,120,12,2,120,Singapore,120,wargame,hex-and-counter,6.29078,77,2,1,0,Long (61-120 minutes),Unique Mechanics,Pre-Teen (10-12),Strategy,102,-0.034693877551020415
691,5,60,10,3,60,Timbuktu,60,deduction,hand management,6.69874,1599,2,3,0,Medium (31-60 minutes),Randomness & Chance Mechanics,Pre-Teen (10-12),Mystery/Crime,194,-0.05937500000000001
692,7,150,12,2,150,Wizard Kings,150,fantasy,dice rolling,6.70615,1093,2,5,1,Very Long (121-240 minutes),Game Structure Mechanics,Pre-Teen (10-12),Fantasy/Adventure,146,0.024799465240641708
696,6,45,10,3,45,The Big Idea,45,card game,stock holding,6.32968,802,2,2,1,Medium (31-60 minutes),Strategic Mechanics,Pre-Teen (10-12),Unknown/Miscellaneous,172,0.002083333333333326
